TIENDA,TOTAL,AÑO,MES,DIA,DIA_SEMANA,FESTIVO,ESTACION
0,2135.45,2020,01,25,5,0,3
1,2318.14,2020,01,25,5,0,3
2,2832.67,2020,01,25,5,0,3
3,1000.48,2020,01,25,5,0,3
4,0.0,2020,01,25,5,0,3
0,1110.08,2020,01,27,0,0,3
1,1421.69,2020,01,27,0,0,3
2,1155.27,2020,01,27,0,0,3
3,153.0,2020,01,27,0,0,3
4,0.0,2020,01,27,0,0,3
0,1528.79,2020,01,28,1,0,3
1,855.1,2020,01,28,1,0,3
2,1064.13,2020,01,28,1,0,3
3,503.17,2020,01,28,1,0,3
4,0.0,2020,01,28,1,0,3
0,1197.12,2020,01,29,2,0,3
1,1095.66,2020,01,29,2,0,3
2,1462.64,2020,01,29,2,0,3
3,359.0,2020,01,29,2,0,3
4,184.67,2020,01,29,2,0,3
0,831.76,2020,01,30,3,0,3
1,885.02,2020,01,30,3,0,3
2,995.0,2020,01,30,3,0,3
3,105.5,2020,01,30,3,0,3
4,46.0,2020,01,30,3,0,3
0,1939.45,2020,02,01,5,0,3
1,3282.25,2020,02,01,5,0,3
2,2247.84,2020,02,01,5,0,3
3,646.5,2020,02,01,5,0,3
4,0.0,2020,02,01,5,0,3
0,1470.68,2020,01,31,4,0,3
1,980.08,2020,01,31,4,0,3
2,1405.07,2020,01,31,4,0,3
3,288.5,2020,01,31,4,0,3
4,0.0,2020,01,31,4,0,3
0,791.08,2020,02,03,0,0,3
1,1527.17,2020,02,03,0,0,3
2,971.63,2020,02,03,0,0,3
3,190.5,2020,02,03,0,0,3
4,0.0,2020,02,03,0,0,3
0,809.98,2020,02,04,1,0,3
1,863.07,2020,02,04,1,0,3
2,1268.58,2020,02,04,1,0,3
3,480.81,2020,02,04,1,0,3
4,-59.33,2020,02,04,1,0,3
0,1985.4,2020,02,05,2,0,3
1,925.81,2020,02,05,2,0,3
2,1083.33,2020,02,05,2,0,3
3,526.13,2020,02,05,2,0,3
4,93.27,2020,02,05,2,0,3
0,873.55,2020,02,06,3,0,3
1,753.7,2020,02,06,3,0,3
2,922.78,2020,02,06,3,0,3
3,268.44,2020,02,06,3,0,3
4,0.0,2020,02,06,3,0,3
0,679.38,2020,02,17,0,0,3
1,1074.4,2020,02,17,0,0,3
2,855.14,2020,02,17,0,0,3
3,482.98,2020,02,17,0,0,3
4,0.0,2020,02,17,0,0,3
0,1466.03,2020,02,07,4,0,3
1,1583.42,2020,02,07,4,0,3
2,1207.52,2020,02,07,4,0,3
3,488.75,2020,02,07,4,0,3
4,0.0,2020,02,07,4,0,3
0,2195.16,2020,02,08,5,0,3
1,1907.28,2020,02,08,5,0,3
2,2844.34,2020,02,08,5,0,3
3,792.57,2020,02,08,5,0,3
4,0.0,2020,02,08,5,0,3
0,761.3,2020,02,10,0,0,3
1,1297.73,2020,02,10,0,0,3
2,733.05,2020,02,10,0,0,3
3,146.33,2020,02,10,0,0,3
4,0.0,2020,02,10,0,0,3
0,885.18,2020,02,11,1,0,3
1,835.1,2020,02,11,1,0,3
2,894.37,2020,02,11,1,0,3
3,246.0,2020,02,11,1,0,3
4,0.0,2020,02,11,1,0,3
0,947.52,2020,02,12,2,0,3
1,1196.72,2020,02,12,2,0,3
2,994.93,2020,02,12,2,0,3
3,151.3,2020,02,12,2,0,3
4,0.0,2020,02,12,2,0,3
0,1061.49,2020,02,13,3,0,3
1,1134.8,2020,02,13,3,0,3
2,1056.53,2020,02,13,3,0,3
3,168.48,2020,02,13,3,0,3
4,0.0,2020,02,13,3,0,3
0,2107.27,2020,02,14,4,0,3
1,1189.73,2020,02,14,4,0,3
2,1746.62,2020,02,14,4,0,3
3,654.53,2020,02,14,4,0,3
4,0.0,2020,02,14,4,0,3
0,2775.99,2020,02,15,5,0,3
1,1842.33,2020,02,15,5,0,3
2,2544.27,2020,02,15,5,0,3
3,671.43,2020,02,15,5,0,3
4,0.0,2020,02,15,5,0,3
0,1450.14,2020,02,18,1,0,3
1,646.32,2020,02,18,1,0,3
2,1375.72,2020,02,18,1,0,3
3,112.0,2020,02,18,1,0,3
4,0.0,2020,02,18,1,0,3
0,870.15,2020,02,19,2,0,3
1,1027.62,2020,02,19,2,0,3
2,1397.42,2020,02,19,2,0,3
3,106.13,2020,02,19,2,0,3
4,12.07,2020,02,19,2,0,3
0,1311.93,2020,02,20,3,0,3
1,625.5,2020,02,20,3,0,3
2,890.2,2020,02,20,3,0,3
3,235.81,2020,02,20,3,0,3
4,0.0,2020,02,20,3,0,3
0,1357.31,2020,02,21,4,0,3
1,1182.17,2020,02,21,4,0,3
2,1294.24,2020,02,21,4,0,3
3,852.17,2020,02,21,4,0,3
4,0.0,2020,02,21,4,0,3
0,2038.96,2020,02,22,5,0,3
1,1944.07,2020,02,22,5,0,3
2,2504.76,2020,02,22,5,0,3
3,1201.87,2020,02,22,5,0,3
4,0.0,2020,02,22,5,0,3
0,726.63,2020,02,24,0,0,3
1,1351.96,2020,02,24,0,0,3
2,1204.88,2020,02,24,0,0,3
3,245.47,2020,02,24,0,0,3
4,211.33,2020,02,24,0,0,3
0,949.48,2020,02,25,1,0,3
1,1734.44,2020,02,25,1,0,3
2,1177.2,2020,02,25,1,0,3
3,399.98,2020,02,25,1,0,3
4,0.0,2020,02,25,1,0,3
0,1182.37,2020,02,26,2,0,3
1,900.69,2020,02,26,2,0,3
2,1531.28,2020,02,26,2,0,3
3,267.33,2020,02,26,2,0,3
4,0.0,2020,02,26,2,0,3
0,3081.52,2020,02,29,5,0,3
1,2821.98,2020,02,29,5,0,3
2,2756.82,2020,02,29,5,0,3
3,1098.88,2020,02,29,5,0,3
4,0.0,2020,02,29,5,0,3
0,1791.68,2020,02,27,3,0,3
1,1709.77,2020,02,27,3,0,3
2,1222.03,2020,02,27,3,0,3
3,478.56,2020,02,27,3,0,3
4,0.0,2020,02,27,3,0,3
0,1435.64,2020,03,02,0,0,3
1,1357.2,2020,03,02,0,0,3
2,1873.58,2020,03,02,0,0,3
3,479.54,2020,03,02,0,0,3
4,112.0,2020,03,02,0,0,3
0,1251.57,2020,03,03,1,0,3
1,903.43,2020,03,03,1,0,3
2,1544.45,2020,03,03,1,0,3
3,183.41,2020,03,03,1,0,3
4,0.0,2020,03,03,1,0,3
0,1188.8,2020,03,04,2,0,3
1,956.07,2020,03,04,2,0,3
2,1061.04,2020,03,04,2,0,3
3,1168.81,2020,03,04,2,0,3
4,0.0,2020,03,04,2,0,3
0,850.08,2020,03,05,3,0,3
1,1118.11,2020,03,05,3,0,3
2,1402.12,2020,03,05,3,0,3
3,427.43,2020,03,05,3,0,3
4,0.0,2020,03,05,3,0,3
0,2099.51,2020,03,07,5,0,3
1,2485.74,2020,03,07,5,0,3
2,3685.01,2020,03,07,5,0,3
3,1429.0,2020,03,07,5,0,3
4,0.0,2020,03,07,5,0,3
0,1563.28,2020,03,06,4,0,3
1,1136.69,2020,03,06,4,0,3
2,1950.66,2020,03,06,4,0,3
3,295.47,2020,03,06,4,0,3
4,164.67,2020,03,06,4,0,3
0,1112.83,2020,03,09,0,0,3
1,1195.27,2020,03,09,0,0,3
2,960.58,2020,03,09,0,0,3
3,540.99,2020,03,09,0,0,3
4,0.0,2020,03,09,0,0,3
0,1453.42,2020,03,10,1,0,3
1,503.47,2020,03,10,1,0,3
2,863.11,2020,03,10,1,0,3
3,453.19,2020,03,10,1,0,3
4,0.0,2020,03,10,1,0,3
0,1524.93,2020,03,11,2,0,3
1,923.88,2020,03,11,2,0,3
2,1420.38,2020,03,11,2,0,3
3,417.14,2020,03,11,2,0,3
4,0.0,2020,03,11,2,0,3
0,707.4,2020,03,12,3,0,3
1,662.08,2020,03,12,3,0,3
2,1346.68,2020,03,12,3,0,3
3,240.97,2020,03,12,3,0,3
4,0.0,2020,03,12,3,0,3
0,243.94,2020,03,14,5,0,3
1,0.0,2020,03,14,5,0,3
2,362.17,2020,03,14,5,0,3
3,111.13,2020,03,14,5,0,3
4,0.0,2020,03,14,5,0,3
0,652.62,2020,03,13,4,0,3
1,374.52,2020,03,13,4,0,3
2,595.59,2020,03,13,4,0,3
3,195.33,2020,03,13,4,0,3
4,0.0,2020,03,13,4,0,3
0,0.0,2020,03,26,3,0,3
1,0.0,2020,03,26,3,0,3
2,0.0,2020,03,26,3,0,3
3,0.0,2020,03,26,3,0,3
4,66.0,2020,03,26,3,0,3
0,0.0,2020,04,02,3,0,3
1,0.0,2020,04,02,3,0,3
2,0.0,2020,04,02,3,0,3
3,0.0,2020,04,02,3,0,3
4,46.63,2020,04,02,3,0,3
0,0.0,2020,04,07,1,0,3
1,0.0,2020,04,07,1,0,3
2,0.0,2020,04,07,1,0,3
3,0.0,2020,04,07,1,0,3
4,105.33,2020,04,07,1,0,3
0,0.0,2020,04,19,6,1,3
1,0.0,2020,04,19,6,1,3
2,0.0,2020,04,19,6,1,3
3,0.0,2020,04,19,6,1,3
4,20.0,2020,04,19,6,1,3
0,0.0,2020,04,20,0,0,3
1,0.0,2020,04,20,0,0,3
2,0.0,2020,04,20,0,0,3
3,0.0,2020,04,20,0,0,3
4,66.0,2020,04,20,0,0,3
0,0.0,2020,04,21,1,0,3
1,0.0,2020,04,21,1,0,3
2,0.0,2020,04,21,1,0,3
3,0.0,2020,04,21,1,0,3
4,46.0,2020,04,21,1,0,3
0,0.0,2020,04,27,0,0,3
1,0.0,2020,04,27,0,0,3
2,0.0,2020,04,27,0,0,3
3,0.0,2020,04,27,0,0,3
4,264.67,2020,04,27,0,0,3
0,0.0,2020,05,01,4,1,3
0,0.0,2020,05,02,5,0,3
1,0.0,2020,05,02,5,0,3
2,0.0,2020,05,02,5,0,3
3,0.0,2020,05,02,5,0,3
4,874.51,2020,05,02,5,0,3
0,0.0,2020,05,03,6,1,3
1,0.0,2020,05,03,6,1,3
2,0.0,2020,05,03,6,1,3
3,0.0,2020,05,03,6,1,3
4,888.11,2020,05,03,6,1,3
0,0.0,2020,05,01,4,1,3
1,0.0,2020,05,01,4,1,3
2,0.0,2020,05,01,4,1,3
3,0.0,2020,05,01,4,1,3
4,607.6,2020,05,01,4,1,3
0,0.0,2020,05,06,2,0,3
1,0.0,2020,05,06,2,0,3
2,0.0,2020,05,06,2,0,3
3,0.0,2020,05,06,2,0,3
4,171.33,2020,05,06,2,0,3
0,0.0,2020,05,10,6,1,3
1,0.0,2020,05,10,6,1,3
2,0.0,2020,05,10,6,1,3
3,0.0,2020,05,10,6,1,3
4,384.53,2020,05,10,6,1,3
0,0.0,2020,05,07,3,0,3
1,0.0,2020,05,07,3,0,3
2,0.0,2020,05,07,3,0,3
3,0.0,2020,05,07,3,0,3
4,130.33,2020,05,07,3,0,3
0,734.73,2020,05,11,0,0,3
1,0.0,2020,05,11,0,0,3
2,132.0,2020,05,11,0,0,3
3,0.0,2020,05,11,0,0,3
4,-88.67,2020,05,11,0,0,3
0,207.74,2020,05,12,1,0,3
1,0.0,2020,05,12,1,0,3
2,569.31,2020,05,12,1,0,3
3,0.0,2020,05,12,1,0,3
4,0.0,2020,05,12,1,0,3
0,152.0,2020,05,13,2,0,3
1,0.0,2020,05,13,2,0,3
2,174.0,2020,05,13,2,0,3
3,0.0,2020,05,13,2,0,3
4,112.0,2020,05,13,2,0,3
0,69.33,2020,05,14,3,0,3
1,0.0,2020,05,14,3,0,3
2,254.0,2020,05,14,3,0,3
3,0.0,2020,05,14,3,0,3
4,-94.93,2020,05,14,3,0,3
0,148.67,2020,05,15,4,0,3
1,0.0,2020,05,15,4,0,3
2,432.7,2020,05,15,4,0,3
3,0.0,2020,05,15,4,0,3
4,0.0,2020,05,15,4,0,3
0,312.11,2020,05,16,5,0,3
1,0.0,2020,05,16,5,0,3
2,798.08,2020,05,16,5,0,3
3,0.0,2020,05,16,5,0,3
4,-18.67,2020,05,16,5,0,3
0,316.64,2020,05,18,0,0,3
