ID,FECHA,TIENDA,TOTAL,EFECTIVO,TARJETAS
321,2019-09-27,Tienda_00,1658.98,128.05,1530.93
322,2019-09-27,Tienda_01,1863.27,243.5,1619.77
323,2019-09-27,Tienda_02,2536.0,312.4,2223.6
324,2019-09-30,Tienda_00,1262.47,126.0,1136.47
325,2019-09-30,Tienda_01,2101.8,378.0,1723.8
326,2019-09-30,Tienda_02,1571.27,237.5,1333.77
327,2019-10-01,Tienda_00,544.43,202.1,342.33
328,2019-10-01,Tienda_01,2084.98,306.68,1778.3
329,2019-10-01,Tienda_02,1597.32,318.42,1278.9
330,2019-10-03,Tienda_00,1251.72,268.42,983.3
331,2019-10-03,Tienda_01,1825.0,256.0,1569.0
332,2019-10-03,Tienda_02,1150.5,0.0,1150.5
333,2019-10-02,Tienda_00,768.12,108.85,659.27
334,2019-10-02,Tienda_01,1739.13,256.0,1483.13
335,2019-10-02,Tienda_02,1810.57,280.0,1530.57
336,2019-10-05,Tienda_00,2608.5,298.92,2309.57
337,2019-10-05,Tienda_01,3543.47,492.0,3051.47
338,2019-10-05,Tienda_02,4443.1,576.43,3866.67
339,2019-10-04,Tienda_00,1492.33,218.0,1274.33
340,2019-10-04,Tienda_01,1896.22,256.35,1639.87
341,2019-10-04,Tienda_02,1925.83,207.4,1718.43
342,2019-10-07,Tienda_00,1143.84,218.0,925.84
343,2019-10-07,Tienda_01,1677.81,343.98,1333.83
344,2019-10-07,Tienda_02,1429.43,252.9,1176.53
345,2019-10-08,Tienda_00,883.69,194.46,689.23
346,2019-10-08,Tienda_01,1496.91,288.38,1208.53
347,2019-10-08,Tienda_02,2030.56,385.42,1645.13
348,2019-10-09,Tienda_00,1154.63,79.5,1075.13
349,2019-10-09,Tienda_01,1459.11,158.9,1300.21
350,2019-10-09,Tienda_02,1366.98,252.95,1114.03
351,2019-10-10,Tienda_00,806.02,225.45,580.57
352,2019-10-10,Tienda_01,2575.34,380.38,2194.97
353,2019-10-10,Tienda_02,2017.03,496.5,1520.53
354,2019-10-12,Tienda_00,2729.93,341.36,2388.57
355,2019-10-12,Tienda_01,2054.47,529.4,1525.07
356,2019-10-12,Tienda_02,2895.47,509.9,2385.57
357,2019-10-11,Tienda_00,2001.95,273.45,1728.5
358,2019-10-11,Tienda_01,1641.91,49.48,1592.43
359,2019-10-11,Tienda_02,2848.46,521.42,2327.03
360,2019-10-14,Tienda_00,1622.7,261.9,1360.8
361,2019-10-14,Tienda_01,2651.84,454.88,2196.97
362,2019-10-14,Tienda_02,2357.1,403.4,1953.7
363,2019-10-15,Tienda_00,1011.86,216.03,795.83
364,2019-10-15,Tienda_01,1616.57,190.8,1425.77
365,2019-10-15,Tienda_02,2702.17,410.5,2291.67
366,2019-10-16,Tienda_00,1610.51,57.0,1553.51
367,2019-10-16,Tienda_01,2348.94,533.28,1815.67
368,2019-10-16,Tienda_02,2725.53,214.5,2511.03
369,2019-10-17,Tienda_00,1627.48,324.95,1302.53
370,2019-10-17,Tienda_01,2086.22,191.55,1894.67
371,2019-10-17,Tienda_02,2133.01,305.98,1827.03
372,2019-10-19,Tienda_00,2050.96,371.92,1679.03
373,2019-10-19,Tienda_01,4582.53,218.4,4364.13
374,2019-10-19,Tienda_02,4687.7,508.4,4179.3
375,2019-10-18,Tienda_00,782.6,3.0,779.6
376,2019-10-18,Tienda_01,2053.56,427.92,1625.63
377,2019-10-18,Tienda_02,3916.08,531.88,3384.21
378,2019-10-21,Tienda_00,1797.32,128.65,1668.67
379,2019-10-21,Tienda_01,2639.54,386.88,2252.66
380,2019-10-21,Tienda_02,2259.07,430.9,1828.17
381,2019-10-22,Tienda_00,1915.83,364.4,1551.43
382,2019-10-22,Tienda_01,1736.78,383.58,1353.2
383,2019-10-22,Tienda_02,2179.06,316.92,1862.13
384,2019-10-23,Tienda_00,1439.86,187.42,1252.43
385,2019-10-23,Tienda_01,2233.52,279.82,1953.7
386,2019-10-23,Tienda_02,1996.91,306.98,1689.93
387,2019-10-24,Tienda_00,1420.9,233.0,1187.9
388,2019-10-24,Tienda_01,2371.39,337.92,2033.47
389,2019-10-24,Tienda_02,2249.44,549.64,1699.8
390,2019-10-25,Tienda_00,1927.12,109.92,1817.2
391,2019-10-25,Tienda_01,3064.62,324.95,2739.67
392,2019-10-25,Tienda_02,2876.67,258.0,2618.67
393,2019-10-26,Tienda_00,1613.21,354.98,1258.23
394,2019-10-26,Tienda_01,4449.23,354.5,4094.73
395,2019-10-26,Tienda_02,5570.18,950.68,4619.5
396,2019-10-28,Tienda_00,1855.95,437.45,1418.5
397,2019-10-28,Tienda_01,2204.05,344.45,1859.6
398,2019-10-28,Tienda_02,2189.6,555.4,1634.2
399,2019-10-29,Tienda_00,1747.97,119.0,1628.97
400,2019-10-29,Tienda_01,1982.68,171.55,1811.13
401,2019-10-29,Tienda_02,2143.04,543.38,1599.67
402,2019-10-30,Tienda_00,1422.24,329.88,1092.37
403,2019-10-30,Tienda_01,1823.72,372.72,1451.0
404,2019-10-30,Tienda_02,2113.27,468.2,1645.07
405,2019-11-02,Tienda_00,3197.37,548.3,2649.07
406,2019-11-02,Tienda_01,3775.64,634.88,3140.77
407,2019-11-02,Tienda_02,4699.45,701.35,3998.1
408,2019-10-31,Tienda_00,1255.3,266.0,989.3
409,2019-10-31,Tienda_01,1787.65,400.45,1387.2
410,2019-10-31,Tienda_02,2926.04,539.88,2386.17
411,2019-11-01,Tienda_00,1198.68,160.98,1037.7
412,2019-11-01,Tienda_01,2104.38,227.95,1876.43
413,2019-11-01,Tienda_02,2840.26,566.42,2273.83
414,2019-11-04,Tienda_00,1163.31,147.48,1015.83
415,2019-11-04,Tienda_01,1374.39,160.43,1213.97
416,2019-11-04,Tienda_02,3023.73,349.2,2674.53
417,2019-11-05,Tienda_00,1317.21,238.48,1078.73
418,2019-11-05,Tienda_01,1971.33,244.92,1726.41
419,2019-11-05,Tienda_02,1224.2,151.1,1073.1
420,2019-11-06,Tienda_00,1819.52,181.85,1637.67
421,2019-11-06,Tienda_01,1626.36,335.22,1291.13
422,2019-11-06,Tienda_02,1365.32,373.36,991.97
425,2019-11-07,Tienda_00,683.33,208.0,475.33
426,2019-11-07,Tienda_01,1686.28,172.42,1513.87
427,2019-11-07,Tienda_02,1388.65,352.25,1036.4
428,2019-11-08,Tienda_00,2265.42,332.95,1932.47
429,2019-11-08,Tienda_01,1666.73,205.4,1461.33
430,2019-11-08,Tienda_02,1733.82,337.45,1396.37
431,2019-11-09,Tienda_00,3586.25,283.45,3302.8
432,2019-11-09,Tienda_01,4808.74,748.91,4059.83
433,2019-11-09,Tienda_02,4841.31,741.88,4099.44
434,2019-11-11,Tienda_00,1174.63,1.5,1173.13
435,2019-11-11,Tienda_01,1931.09,175.36,1755.73
436,2019-11-11,Tienda_02,1724.61,99.48,1625.13
437,2019-11-12,Tienda_00,975.33,105.0,870.33
438,2019-11-12,Tienda_01,941.91,228.78,713.13
439,2019-11-12,Tienda_02,1629.85,315.45,1314.4
440,2019-11-13,Tienda_00,1821.81,175.48,1646.33
441,2019-11-13,Tienda_01,1591.7,157.9,1433.8
442,2019-11-13,Tienda_02,2571.37,243.5,2327.87
443,2019-11-14,Tienda_00,1439.22,135.55,1303.67
444,2019-11-14,Tienda_01,2073.27,137.5,1935.77
445,2019-11-14,Tienda_02,1755.25,149.45,1605.8
446,2019-11-16,Tienda_00,3394.17,386.82,3007.35
447,2019-11-16,Tienda_01,4160.87,874.9,3285.97
448,2019-11-16,Tienda_02,2828.54,661.78,2166.77
449,2019-11-15,Tienda_00,1945.38,276.15,1669.23
450,2019-11-15,Tienda_01,2632.17,337.94,2294.23
451,2019-11-15,Tienda_02,2655.92,173.45,2482.47
452,2019-11-18,Tienda_00,733.8,0.0,733.8
453,2019-11-18,Tienda_01,1344.89,170.49,1174.4
454,2019-11-18,Tienda_02,2152.38,236.48,1915.91
458,2019-11-19,Tienda_00,1148.0,228.9,919.1
459,2019-11-19,Tienda_01,1854.85,124.48,1730.37
460,2019-11-19,Tienda_02,851.16,207.92,643.23
461,2019-11-20,Tienda_00,407.24,109.98,297.27
462,2019-11-20,Tienda_01,885.99,120.82,765.17
463,2019-11-20,Tienda_02,1567.56,204.42,1363.13
464,2019-11-21,Tienda_00,852.17,85.3,766.87
465,2019-11-21,Tienda_01,1473.84,156.48,1317.37
466,2019-11-21,Tienda_02,1612.12,260.92,1351.2
467,2019-11-22,Tienda_00,1713.88,106.95,1606.93
468,2019-11-22,Tienda_01,2640.3,241.5,2398.8
469,2019-11-22,Tienda_02,1745.87,349.4,1396.47
470,2019-11-23,Tienda_00,2320.76,396.42,1924.33
471,2019-11-23,Tienda_01,3426.96,715.32,2711.63
472,2019-11-23,Tienda_02,3786.66,644.92,3141.73
473,2019-11-25,Tienda_00,1149.01,82.48,1066.53
474,2019-11-25,Tienda_01,1068.86,213.02,855.83
475,2019-11-25,Tienda_02,2125.19,323.12,1802.07
476,2019-11-26,Tienda_00,779.87,68.0,711.87
477,2019-11-26,Tienda_01,867.2,98.0,769.2
478,2019-11-26,Tienda_02,1444.47,158.5,1285.97
479,2019-11-27,Tienda_00,898.41,183.98,714.43
480,2019-11-27,Tienda_01,1524.32,291.45,1232.87
481,2019-11-27,Tienda_02,2441.88,705.38,1736.5
482,2019-11-28,Tienda_00,732.02,73.65,658.37
483,2019-11-28,Tienda_01,2131.8,315.23,1816.57
484,2019-11-28,Tienda_02,1714.62,237.45,1477.17
485,2019-11-30,Tienda_00,3575.63,405.64,3169.99
486,2019-11-30,Tienda_01,3700.24,450.89,3249.35
487,2019-11-30,Tienda_02,4847.4,530.58,4316.82
488,2019-11-29,Tienda_00,3775.76,551.62,3224.15
489,2019-11-29,Tienda_01,4479.03,808.6,3670.43
490,2019-11-29,Tienda_02,5588.9,1369.34,4219.56
491,2019-12-01,Tienda_00,1357.72,10.68,1347.05
492,2019-12-01,Tienda_01,1232.16,333.96,898.2
493,2019-12-01,Tienda_02,2450.67,402.52,2048.15
494,2019-12-02,Tienda_00,848.06,135.43,712.63
495,2019-12-02,Tienda_01,429.48,79.47,350.0
496,2019-12-02,Tienda_02,644.07,167.48,476.6
497,2019-12-03,Tienda_00,407.54,176.88,230.67
498,2019-12-03,Tienda_01,985.93,59.5,926.43
499,2019-12-03,Tienda_02,928.05,197.45,730.6
500,2019-12-04,Tienda_00,962.83,79.5,883.33
501,2019-12-04,Tienda_01,886.79,230.96,655.83
502,2019-12-04,Tienda_02,1046.26,113.72,932.53
503,2019-12-09,Tienda_00,1225.11,207.98,1017.13
504,2019-12-09,Tienda_01,1080.03,41.62,1038.4
505,2019-12-09,Tienda_02,1824.12,326.96,1497.17
506,2019-12-09,Tienda_03,703.1,54.47,648.63
507,2019-12-07,Tienda_00,2333.35,306.95,2026.4
508,2019-12-07,Tienda_01,3383.27,537.22,2846.04
509,2019-12-07,Tienda_02,3000.91,537.48,2463.43
510,2019-12-07,Tienda_03,743.78,223.95,519.83
511,2019-12-08,Tienda_00,1077.62,99.92,977.7
512,2019-12-08,Tienda_01,2472.34,283.42,2188.91
513,2019-12-08,Tienda_02,2066.52,329.42,1737.1
514,2019-12-08,Tienda_03,911.81,73.97,837.83
515,2019-12-05,Tienda_00,1192.32,141.95,1050.37
516,2019-12-05,Tienda_01,988.82,46.42,942.4
517,2019-12-05,Tienda_02,1759.65,300.08,1459.57
519,2019-12-10,Tienda_00,575.09,44.52,530.57
520,2019-12-10,Tienda_01,941.62,262.6,679.02
521,2019-12-10,Tienda_02,930.67,179.4,751.27
522,2019-12-10,Tienda_03,531.33,0.0,531.33
523,2019-12-11,Tienda_00,964.13,203.0,761.13
524,2019-12-11,Tienda_01,966.58,97.0,869.58
525,2019-12-11,Tienda_02,1447.92,41.75,1406.17
526,2019-12-11,Tienda_03,354.83,1.5,353.33
527,2019-12-12,Tienda_00,1300.8,404.4,896.4
528,2019-12-12,Tienda_01,977.46,88.9,888.57
529,2019-12-12,Tienda_02,1674.3,265.9,1408.4
530,2019-12-12,Tienda_03,161.5,39.5,122.0
531,2019-12-14,Tienda_00,1483.57,300.9,1182.67
532,2019-12-14,Tienda_01,1697.8,424.53,1273.27
533,2019-12-14,Tienda_02,2821.25,664.85,2156.4
534,2019-12-14,Tienda_03,842.31,140.48,701.83
535,2019-12-13,Tienda_00,1470.81,401.74,1069.07
536,2019-12-13,Tienda_01,1077.13,0.0,1077.13
537,2019-12-13,Tienda_02,1316.54,57.98,1258.57
538,2019-12-13,Tienda_03,597.2,74.0,523.2
539,2019-12-16,Tienda_00,689.95,191.45,498.5
540,2019-12-16,Tienda_01,1192.13,96.5,1095.63
541,2019-12-16,Tienda_02,748.25,77.02,671.23
542,2019-12-16,Tienda_03,256.33,25.0,231.33
543,2019-12-17,Tienda_00,1197.64,120.39,1077.25
544,2019-12-17,Tienda_01,1182.31,153.98,1028.33
545,2019-12-17,Tienda_02,1329.63,385.0,944.63
546,2019-12-17,Tienda_03,1317.47,393.5,923.97
547,2019-12-18,Tienda_00,752.9,89.0,663.9
548,2019-12-18,Tienda_01,950.62,196.72,753.9
549,2019-12-18,Tienda_02,1279.07,215.18,1063.9
550,2019-12-18,Tienda_03,715.4,29.5,685.9
551,2019-12-19,Tienda_00,1176.4,212.5,963.9
552,2019-12-19,Tienda_01,896.27,177.0,719.27
553,2019-12-19,Tienda_02,978.73,89.0,889.73
554,2019-12-19,Tienda_03,462.97,135.0,327.97
555,2019-12-21,Tienda_00,1509.03,74.5,1434.53
556,2019-12-21,Tienda_01,2367.07,283.98,2083.1
557,2019-12-21,Tienda_02,2148.48,393.48,1755.0
558,2019-12-21,Tienda_03,419.43,39.5,379.93
559,2019-12-22,Tienda_00,735.57,215.0,520.57
560,2019-12-22,Tienda_01,1494.9,162.4,1332.5
561,2019-12-22,Tienda_02,943.84,143.94,799.9
562,2019-12-22,Tienda_03,493.86,175.92,317.93
563,2019-12-20,Tienda_00,947.13,43.2,903.93
564,2019-12-20,Tienda_01,1681.61,103.01,1578.6
565,2019-12-20,Tienda_02,943.42,47.45,895.97
566,2019-12-20,Tienda_03,348.53,85.2,263.33
567,2019-12-23,Tienda_00,1647.06,200.95,1446.11
568,2019-12-23,Tienda_01,1955.38,390.38,1565.0
569,2019-12-23,Tienda_02,2605.18,440.95,2164.23
570,2019-12-23,Tienda_03,875.55,258.95,616.6
571,2019-12-24,Tienda_00,900.01,168.48,731.53
572,2019-12-24,Tienda_01,1560.1,19.6,1540.5
573,2019-12-24,Tienda_02,1134.89,65.05,1069.84
574,2019-12-24,Tienda_03,523.5,96.0,427.5
575,2019-12-26,Tienda_00,2059.5,392.4,1667.1
576,2019-12-26,Tienda_01,2699.25,295.6,2403.65
577,2019-12-26,Tienda_02,2050.03,385.4,1664.63
578,2019-12-26,Tienda_03,1040.9,173.0,867.9
579,2019-12-29,Tienda_00,1703.25,178.95,1524.3
580,2019-12-29,Tienda_01,1450.82,211.02,1239.8
581,2019-12-29,Tienda_02,1587.75,355.95,1231.8
582,2019-12-29,Tienda_03,933.31,156.1,777.21
583,2019-12-28,Tienda_00,2101.7,252.5,1849.2
584,2019-12-28,Tienda_01,2824.38,548.08,2276.3
585,2019-12-28,Tienda_02,2632.28,680.48,1951.8
586,2019-12-28,Tienda_03,873.05,92.35,780.7
587,2019-12-27,Tienda_00,1611.14,85.98,1525.17
588,2019-12-27,Tienda_01,2313.2,205.3,2107.9
589,2019-12-27,Tienda_02,3353.69,472.82,2880.87
590,2019-12-27,Tienda_03,1351.01,377.08,973.93
591,2019-12-30,Tienda_00,2698.28,405.88,2292.4
592,2019-12-30,Tienda_01,2258.33,401.9,1856.43
593,2019-12-30,Tienda_02,3273.72,340.35,2933.37
594,2019-12-30,Tienda_03,1206.21,222.98,983.23
595,2019-12-31,Tienda_00,1770.58,347.48,1423.1
596,2019-12-31,Tienda_01,1643.87,247.48,1396.4
597,2019-12-31,Tienda_02,1309.97,361.38,948.6
598,2019-12-31,Tienda_03,241.12,30.45,210.67
599,2020-01-02,Tienda_00,3002.1,682.4,2319.7
600,2020-01-02,Tienda_01,2989.41,565.48,2423.93
601,2020-01-02,Tienda_02,2657.4,466.9,2190.5
602,2020-01-02,Tienda_03,1006.9,225.0,781.9
603,2020-01-05,Tienda_00,736.09,75.53,660.57
604,2020-01-05,Tienda_01,1073.97,39.5,1034.47
605,2020-01-05,Tienda_02,642.33,301.92,340.4
606,2020-01-05,Tienda_03,339.57,0.0,339.57
607,2020-01-03,Tienda_00,2389.4,335.0,2054.4
608,2020-01-03,Tienda_01,2189.73,415.5,1774.23
609,2020-01-03,Tienda_02,2916.56,367.12,2549.43
610,2020-01-03,Tienda_03,862.38,320.48,541.9
611,2020-01-04,Tienda_00,2321.32,376.92,1944.4
612,2020-01-04,Tienda_01,2115.82,488.02,1627.8
613,2020-01-04,Tienda_02,2480.13,703.0,1777.13
614,2020-01-04,Tienda_03,986.59,313.92,672.67
615,2020-01-07,Tienda_00,2150.74,496.08,1654.67
616,2020-01-07,Tienda_01,2991.88,544.54,2447.33
617,2020-01-07,Tienda_02,2913.64,490.98,2422.67
618,2020-01-07,Tienda_03,822.0,84.0,738.0
619,2020-01-08,Tienda_00,1420.87,123.48,1297.4
620,2020-01-08,Tienda_01,1557.64,644.38,913.27
621,2020-01-08,Tienda_02,949.75,353.75,596.0
622,2020-01-08,Tienda_03,500.33,25.0,475.33
623,2020-01-09,Tienda_00,1805.76,130.43,1675.33
624,2020-01-09,Tienda_01,1202.34,358.98,843.37
625,2020-01-09,Tienda_02,2111.14,260.48,1850.67
626,2020-01-09,Tienda_03,407.71,71.0,336.71
627,2020-01-11,Tienda_00,1871.01,191.68,1679.33
628,2020-01-11,Tienda_01,2682.43,219.1,2463.33
629,2020-01-11,Tienda_02,3721.48,847.48,2874.0
630,2020-01-11,Tienda_03,810.67,168.0,642.67
631,2020-01-10,Tienda_00,1826.52,515.85,1310.67
632,2020-01-10,Tienda_01,1476.3,356.3,1120.0
633,2020-01-10,Tienda_02,2015.03,333.0,1682.03
634,2020-01-10,Tienda_03,507.67,47.0,460.67
639,2020-01-13,Tienda_00,942.8,234.8,708.0
640,2020-01-13,Tienda_01,893.74,357.22,536.52
641,2020-01-13,Tienda_02,1080.5,416.5,664.0
642,2020-01-13,Tienda_03,239.33,86.0,153.33
647,2020-01-14,Tienda_00,1259.33,322.0,937.33
648,2020-01-14,Tienda_01,594.83,39.5,555.33
649,2020-01-14,Tienda_02,1178.14,215.48,962.67
650,2020-01-14,Tienda_03,315.83,34.5,281.33
651,2020-01-15,Tienda_00,1002.25,210.25,792.0
652,2020-01-15,Tienda_01,1362.71,231.38,1131.33
653,2020-01-15,Tienda_02,685.5,115.5,570.0
658,2020-01-15,Tienda_03,374.17,31.5,342.67
659,2020-01-16,Tienda_00,909.5,319.5,590.0
660,2020-01-16,Tienda_01,740.7,170.7,570.0
661,2020-01-16,Tienda_02,1356.33,97.0,1259.33
662,2020-01-16,Tienda_03,404.33,137.0,267.33
663,2020-01-17,Tienda_00,860.38,193.98,666.4
664,2020-01-17,Tienda_01,996.21,88.88,907.33
665,2020-01-17,Tienda_02,752.97,277.0,475.97
666,2020-01-17,Tienda_03,1004.5,330.5,674.0
667,2020-01-18,Tienda_00,1680.0,260.0,1420.0
668,2020-01-18,Tienda_01,1465.59,140.29,1325.3
669,2020-01-18,Tienda_02,2173.0,489.0,1684.0
670,2020-01-18,Tienda_03,554.0,112.0,442.0
671,2020-01-20,Tienda_00,997.0,261.0,736.0
672,2020-01-20,Tienda_01,1178.82,176.15,1002.67
673,2020-01-20,Tienda_02,1317.01,506.38,810.63
674,2020-01-20,Tienda_03,263.67,57.0,206.67
675,2020-01-21,Tienda_00,1243.97,130.0,1113.97
676,2020-01-21,Tienda_01,1069.18,214.51,854.67
677,2020-01-21,Tienda_02,647.38,82.05,565.33
678,2020-01-21,Tienda_03,192.0,10.0,182.0
679,2020-01-14,Tienda_04,187.33,0.0,187.33
680,2020-01-16,Tienda_04,98.67,0.0,98.67
681,2020-01-22,Tienda_00,577.75,216.45,361.3
682,2020-01-22,Tienda_01,910.7,10.0,900.7
683,2020-01-22,Tienda_02,724.67,172.0,552.67
684,2020-01-22,Tienda_03,179.64,112.98,66.67
685,2020-01-22,Tienda_04,0.0,0.0,0.0
686,2020-01-23,Tienda_00,867.05,43.05,824.0
687,2020-01-23,Tienda_01,1034.33,163.0,871.33
688,2020-01-23,Tienda_02,876.33,145.0,731.33
689,2020-01-23,Tienda_03,204.0,0.0,204.0
690,2020-01-23,Tienda_04,0.0,0.0,0.0
691,2020-01-24,Tienda_00,915.11,70.47,844.63
692,2020-01-24,Tienda_01,1209.53,272.52,937.0
693,2020-01-24,Tienda_02,1740.25,418.95,1321.3
694,2020-01-24,Tienda_03,418.63,0.0,418.63
695,2020-01-24,Tienda_04,59.33,0.0,59.33
696,2020-01-25,Tienda_00,2135.45,523.45,1612.0
697,2020-01-25,Tienda_01,2318.14,540.08,1778.07
698,2020-01-25,Tienda_02,2832.67,686.0,2146.67
699,2020-01-25,Tienda_03,1000.48,240.48,760.0
700,2020-01-25,Tienda_04,0.0,0.0,0.0
701,2020-01-27,Tienda_00,1110.08,267.48,842.6
702,2020-01-27,Tienda_01,1421.69,254.42,1167.27
703,2020-01-27,Tienda_02,1155.27,224.0,931.27
704,2020-01-27,Tienda_03,153.0,87.0,66.0
705,2020-01-27,Tienda_04,0.0,0.0,0.0
706,2020-01-28,Tienda_00,1528.79,359.52,1169.27
707,2020-01-28,Tienda_01,855.1,152.47,702.63
708,2020-01-28,Tienda_02,1064.13,91.5,972.63
709,2020-01-28,Tienda_03,503.17,118.5,384.67
710,2020-01-28,Tienda_04,0.0,0.0,0.0
711,2020-01-29,Tienda_00,1197.12,262.48,934.63
712,2020-01-29,Tienda_01,1095.66,199.66,896.0
713,2020-01-29,Tienda_02,1462.64,255.98,1206.67
714,2020-01-29,Tienda_03,359.0,155.0,204.0
715,2020-01-29,Tienda_04,184.67,0.0,184.67
716,2020-01-30,Tienda_00,831.76,215.76,616.0
717,2020-01-30,Tienda_01,885.02,168.35,716.67
718,2020-01-30,Tienda_02,995.0,195.0,800.0
719,2020-01-30,Tienda_03,105.5,29.5,76.0
720,2020-01-30,Tienda_04,46.0,0.0,46.0
721,2020-02-01,Tienda_00,1939.45,368.95,1570.5
722,2020-02-01,Tienda_01,3282.25,443.25,2839.0
723,2020-02-01,Tienda_02,2247.84,241.98,2005.87
724,2020-02-01,Tienda_03,646.5,24.5,622.0
725,2020-02-01,Tienda_04,0.0,0.0,0.0
726,2020-01-31,Tienda_00,1470.68,236.02,1234.67
727,2020-01-31,Tienda_01,980.08,76.47,903.6
728,2020-01-31,Tienda_02,1405.07,280.5,1124.57
729,2020-01-31,Tienda_03,288.5,80.5,208.0
730,2020-01-31,Tienda_04,0.0,0.0,0.0
731,2020-02-03,Tienda_00,791.08,170.48,620.6
732,2020-02-03,Tienda_01,1527.17,184.0,1343.17
733,2020-02-03,Tienda_02,971.63,175.0,796.63
734,2020-02-03,Tienda_03,190.5,42.5,148.0
735,2020-02-03,Tienda_04,0.0,0.0,0.0
741,2020-02-04,Tienda_00,809.98,286.05,523.93
742,2020-02-04,Tienda_01,863.07,56.5,806.57
743,2020-02-04,Tienda_02,1268.58,141.98,1126.6
744,2020-02-04,Tienda_03,480.81,34.5,446.31
745,2020-02-04,Tienda_04,-59.33,0.0,-59.33
746,2020-02-05,Tienda_00,1985.4,502.9,1482.5
747,2020-02-05,Tienda_01,925.81,151.48,774.33
748,2020-02-05,Tienda_02,1083.33,224.0,859.33
749,2020-02-05,Tienda_03,526.13,165.5,360.63
750,2020-02-05,Tienda_04,93.27,0.0,93.27
751,2020-02-06,Tienda_00,873.55,31.12,842.43
752,2020-02-06,Tienda_01,753.7,108.5,645.2
753,2020-02-06,Tienda_02,922.78,141.48,781.3
754,2020-02-06,Tienda_03,268.44,90.48,177.97
755,2020-02-06,Tienda_04,0.0,0.0,0.0
756,2020-02-17,Tienda_00,679.38,177.45,501.93
757,2020-02-17,Tienda_01,1074.4,56.5,1017.9
758,2020-02-17,Tienda_02,855.14,107.98,747.17
759,2020-02-17,Tienda_03,482.98,52.45,430.53
760,2020-02-17,Tienda_04,0.0,0.0,0.0
761,2020-02-07,Tienda_00,1466.03,177.5,1288.53
762,2020-02-07,Tienda_01,1583.42,224.95,1358.47
763,2020-02-07,Tienda_02,1207.52,464.95,742.57
764,2020-02-07,Tienda_03,488.75,65.45,423.3
765,2020-02-07,Tienda_04,0.0,0.0,0.0
766,2020-02-08,Tienda_00,2195.16,513.92,1681.23
767,2020-02-08,Tienda_01,1907.28,325.48,1581.8
768,2020-02-08,Tienda_02,2844.34,671.48,2172.87
769,2020-02-08,Tienda_03,792.57,240.0,552.57
770,2020-02-08,Tienda_04,0.0,0.0,0.0
771,2020-02-10,Tienda_00,761.3,29.5,731.8
772,2020-02-10,Tienda_01,1297.73,116.5,1181.23
